,access,bridge,from,geometry,highway,key,lanes,length,maxspeed,name,oneway,osmid,service,time,to
1313,,,42536212,"LINESTRING (591230.573516694 4505995.764610826, 591166.3746886499 4506042.382777703)",residential,1,,79.2709720891,,Knickerbocker Avenue,False,460779250,,1.05694629452,42509649
1314,,,42509649,"LINESTRING (591230.573516694 4505995.764610826, 591294.5210659686 4505949.032864993)",residential,0,,79.1358437583,,Knickerbocker Avenue,False,460779250,,1.05514458344,42471599
1315,,,42471599,"LINESTRING (591230.573516694 4505995.764610826, 591294.5210659686 4505949.032864993)",residential,1,,79.1358437583,,Knickerbocker Avenue,False,460779250,,1.05514458344,42509649
1316,,,42509655,"LINESTRING (591360.3804325971 4506174.02193265, 591424.4727408765 4506127.148764541)",residential,0,,79.3360359419,,Irving Avenue,False,5679519,,1.05781381256,42471602
1317,,,42471602,"LINESTRING (591360.3804325971 4506174.02193265, 591424.4727408765 4506127.148764541)",residential,1,,79.3360359419,,Irving Avenue,False,5679519,,1.05781381256,42509655
1318,,,42509655,"LINESTRING (591360.3804325971 4506174.02193265, 591448.1982923133 4506294.531559259, 591486.2442440005 4506346.748577781)",residential,0,,213.770477958,,Himrod Street,False,5706243,,2.85027303944,42509659
1319,,,42509655,"LINESTRING (591360.3804325971 4506174.02193265, 591296.4508180085 4506220.786612007)",residential,0,,79.1408547346,,Irving Avenue,False,5679519,,1.05521139646,42511934
1320,,,42511934,"LINESTRING (591360.3804325971 4506174.02193265, 591296.4508180085 4506220.786612007)",residential,1,,79.1408547346,,Irving Avenue,False,5679519,,1.05521139646,42509655
1321,,,42509659,"LINESTRING (591486.2442440005 4506346.748577781, 591584.5093972703 4506476.859091093)",residential,0,,163.076497336,,Himrod Street,False,5706243,,2.17435329782,42509663
1322,,,42509663,"LINESTRING (591486.2442440005 4506346.748577781, 591584.5093972703 4506476.859091093)",residential,1,,163.076497336,,Himrod Street,False,5706243,,2.17435329782,42509659
1323,,,42509659,"LINESTRING (591486.2442440005 4506346.748577781, 591548.1141180572 4506297.106803509)",residential,0,,79.2692097925,,Wyckoff Avenue,False,221578799,,1.05692279723,42471605
1324,,,42471605,"LINESTRING (591486.2442440005 4506346.748577781, 591548.1141180572 4506297.106803509)",residential,1,,79.2692097925,,Wyckoff Avenue,False,221578799,,1.05692279723,42509659
1325,,,42509659,"LINESTRING (591486.2442440005 4506346.748577781, 591424.2089741924 4506396.16676286)",residential,0,,79.2576686237,,Wyckoff Avenue,False,221578799,,1.05676891498,42512110
1326,,,42512110,"LINESTRING (591486.2442440005 4506346.748577781, 591424.2089741924 4506396.16676286)",residential,1,,79.2576686237,,Wyckoff Avenue,False,221578799,,1.05676891498,42509659
1327,,,42509663,"LINESTRING (591584.5093972703 4506476.859091093, 591675.3809281035 4506596.487863638)",residential,0,,150.253010009,,Himrod Street,False,5706243,,2.00337346678,42888324
1328,,,42888324,"LINESTRING (591584.5093972703 4506476.859091093, 591675.3809281035 4506596.487863638)",residential,1,,150.253010009,,Himrod Street,False,5706243,,2.00337346678,42509663
1329,,,42509663,"LINESTRING (591584.5093972703 4506476.859091093, 591521.3096031941 4506524.818783086)",residential,0,,79.2746671,,Saint Nicholas Avenue,False,221578798,,1.05699556133,42536742
1330,,,42536742,"LINESTRING (591584.5093972703 4506476.859091093, 591521.3096031941 4506524.818783086)",residential,1,,79.2746671,,Saint Nicholas Avenue,False,221578798,,1.05699556133,42509663
1331,,,42509743,"LINESTRING (590792.5893309644 4507269.383268348, 590813.349744288 4507210.461833114)",residential,0,,62.5482582352,,Gardner Avenue,False,5679390,,0.833976776469,597676464
1332,,,597676464,"LINESTRING (590792.5893309644 4507269.383268348, 590813.349744288 4507210.461833114)",residential,1,,62.5482582352,,Gardner Avenue,False,5679390,,0.833976776469,42509743
1333,,,42509743,"LINESTRING (590792.5893309644 4507269.383268348, 590924.2305910493 4507316.182007168)",residential,0,,139.455496581,,Meserole Street,False,5681088,,1.85940662109,42474017
1334,,,42474017,"LINESTRING (590792.5893309644 4507269.383268348, 590924.2305910493 4507316.182007168)",residential,1,,139.455496581,,Meserole Street,False,5681088,,1.85940662109,42509743
1335,,,42509743,"LINESTRING (590792.5893309644 4507269.383268348, 590766.7554308599 4507343.896997451)",residential,0,,78.9624279238,,Gardner Avenue,False,5679390,,1.05283237232,42509746
1336,,,42509746,"LINESTRING (590792.5893309644 4507269.383268348, 590766.7554308599 4507343.896997451)",residential,1,,78.9624279238,,Gardner Avenue,False,5679390,,1.05283237232,42509743
1337,,,42509743,"LINESTRING (590792.5893309644 4507269.383268348, 590725.0123473851 4507245.863394757, 590660.0091558268 4507223.241582648)",residential,0,,140.119762841,,Meserole Street,False,5681088,,1.86826350455,42516152
1338,,,42509746,"LINESTRING (590766.7554308599 4507343.896997451, 590739.7326817107 4507418.951386952)",residential,0,,79.8671652847,,Gardner Avenue,False,5679390,,1.06489553713,42509751
1339,,,42509751,"LINESTRING (590766.7554308599 4507343.896997451, 590739.7326817107 4507418.951386952)",residential,1,,79.8671652847,,Gardner Avenue,False,5679390,,1.06489553713,42509746
1340,,,42509746,"LINESTRING (590766.7554308599 4507343.896997451, 590898.1366544872 4507391.136225154)",residential,0,,139.360299291,,Scholes Street,False,5679459,,1.85813732388,42474020
1341,,,42474020,"LINESTRING (590766.7554308599 4507343.896997451, 590898.1366544872 4507391.136225154)",residential,1,,139.360299291,,Scholes Street,False,5679459,,1.85813732388,42509746
1342,,,42509751,"LINESTRING (590739.7326817107 4507418.951386952, 590713.5510490101 4507494.34922379)",residential,0,,79.9127422975,,Gardner Avenue,False,5679390,,1.06550323063,42502453
1343,,,42502453,"LINESTRING (590739.7326817107 4507418.951386952, 590713.5510490101 4507494.34922379)",residential,1,,79.9127422975,,Gardner Avenue,False,5679390,,1.06550323063,42509751
1344,,,42509751,"LINESTRING (590739.7326817107 4507418.951386952, 590607.3265634299 4507372.590645988)",residential,0,,140.02847505,,Stagg Street,False,5680665,,1.86704633399,42516154
1345,,,42516154,"LINESTRING (590739.7326817107 4507418.951386952, 590607.3265634299 4507372.590645988)",residential,1,,140.02847505,,Stagg Street,False,5680665,,1.86704633399,42509751
1346,,yes,42509758,"LINESTRING (590635.0362954695 4507718.323150169, 590956.4741770801 4507833.880688195, 591023.9283066599 4507856.590885798, 591088.2307656669 4507878.641273443)",primary,0,,479.845474056,,"[u'Grand Avenue', u'Grand Street']",False,"[34961048, 5705122, 112168189]",,6.39793965408,42871283
1347,,,42509758,"LINESTRING (590635.0362954695 4507718.323150169, 590501.7099427944 4507671.619823067)",primary,0,,141.00848922,,Grand Street,False,112168189,,1.8801131896,42516166
1348,,,42516166,"LINESTRING (590635.0362954695 4507718.323150169, 590501.7099427944 4507671.619823067)",primary,1,,141.00848922,,Grand Street,False,112168189,,1.8801131896,42509758
1349,,,42509758,"LINESTRING (590635.0362954695 4507718.323150169, 590684.0173861473 4507577.244665903)",secondary,0,,149.523817873,,Gardner Avenue,False,46863475,,1.99365090497,1275778479
1350,,,1275778479,"LINESTRING (590635.0362954695 4507718.323150169, 590684.0173861473 4507577.244665903)",secondary,1,,149.523817873,,Gardner Avenue,False,46863475,,1.99365090497,42509758
1351,,,42486693,"LINESTRING (591630.9606646858 4505198.440657066, 591695.0019853098 4505151.713305726)",residential,0,,79.2085856727,,Central Avenue,False,460777241,,1.05611447564,42486785
1352,,,42486785,"LINESTRING (591630.9606646858 4505198.440657066, 591695.0019853098 4505151.713305726)",residential,1,,79.2085856727,,Central Avenue,False,460777241,,1.05611447564,42486693
1353,,,42486693,"LINESTRING (591630.9606646858 4505198.440657066, 591566.8356608984 4505245.167508599)",residential,0,,79.2757471476,,Central Avenue,False,460777241,,1.05700996197,42486781
1354,,,42486781,"LINESTRING (591630.9606646858 4505198.440657066, 591566.8356608984 4505245.167508599)",residential,1,,79.2757471476,,Central Avenue,False,460777241,,1.05700996197,42486693
1355,,,42486693,"LINESTRING (591630.9606646858 4505198.440657066, 591751.2847881959 4505363.575452634)",residential,0,,204.370254516,,Madison Street,False,249968535,,2.72493672688,42486694
1356,,,42486694,"LINESTRING (591630.9606646858 4505198.440657066, 591751.2847881959 4505363.575452634)",residential,1,,204.370254516,,Madison Street,False,249968535,,2.72493672688,42486693
1357,,,42486693,"LINESTRING (591630.9606646858 4505198.440657066, 591509.7153295009 4505032.186421091)",residential,0,,205.817608319,,Madison Street,False,249968535,,2.74423477759,42486689
1358,,,42486689,"LINESTRING (591630.9606646858 4505198.440657066, 591509.7153295009 4505032.186421091)",residential,1,,205.817608319,,Madison Street,False,249968535,,2.74423477759,42486693
1359,,,42486705,"LINESTRING (590094.7416753306 4506318.178839718, 590157.0604786546 4506272.528016207)",residential,0,,77.1851919821,,Central Avenue,False,5677438,,1.0291358931,42486707
1360,,,42486707,"LINESTRING (590094.7416753306 4506318.178839718, 590157.0604786546 4506272.528016207)",residential,1,,77.1851919821,,Central Avenue,False,5677438,,1.0291358931,42486705
1361,,,42486705,"LINESTRING (590094.7416753306 4506318.178839718, 590164.0036710983 4506354.769425937)",primary,0,,78.2207471202,,Flushing Avenue,False,221753936,,1.04294329494,42504116
1362,,,42504116,"LINESTRING (590094.7416753306 4506318.178839718, 590164.0036710983 4506354.769425937)",primary,1,,78.2207471202,,Flushing Avenue,False,221753936,,1.04294329494,42486705
1363,,,42486705,"LINESTRING (590094.7416753306 4506318.178839718, 590058.8198365161 4506298.313810372)",primary,0,,40.9924336026,,Flushing Avenue,False,221753936,,0.546565781368,42499797
1364,,,42499797,"LINESTRING (590094.7416753306 4506318.178839718, 590058.8198365161 4506298.313810372)",primary,1,,40.9924336026,,Flushing Avenue,False,221753936,,0.546565781368,42486705
1365,,,479847987,"LINESTRING (588097.0253546872 4507143.415888672, 588144.6769590303 4507163.033289163)",primary,0,,51.4437052783,,Borinquen Place,False,220463588,,0.685916070377,1893285378
1366,,,1893285378,"LINESTRING (588097.0253546872 4507143.415888672, 588144.6769590303 4507163.033289163)",primary,1,,51.4437052783,,Borinquen Place,False,220463588,,0.685916070377,479847987
1367,,,479847987,"LINESTRING (588097.0253546872 4507143.415888672, 588078.3638725511 4507138.375958235, 588045.546911175 4507132.302105553, 588011.3109624331 4507127.621550012, 587988.908187825 4507124.602482392)",primary,0,,109.630940066,,Borinquen Place,False,464169417,,1.46174586755,1893285374
1368,,,479847987,"LINESTRING (588097.0253546872 4507143.415888672, 588016.11064535 4507183.078614228)",residential,0,,89.9820641973,,South 3rd Street,False,46863444,,1.19976085596,42474135
1369,,,42474135,"LINESTRING (588097.0253546872 4507143.415888672, 588016.11064535 4507183.078614228)",residential,1,,89.9820641973,,South 3rd Street,False,46863444,,1.19976085596,479847987
1370,,,42509901,"LINESTRING (589924.6300979366 4508056.069778172, 589896.7440550812 4508133.559051407)",secondary,0,,82.4537045664,,Vandervoort Avenue,False,5680770,,1.09938272755,42505924
1371,,,42505924,"LINESTRING (589924.6300979366 4508056.069778172, 589896.7440550812 4508133.559051407)",secondary,1,,82.4537045664,,Vandervoort Avenue,False,5680770,,1.09938272755,42509901
1372,,,42509901,"LINESTRING (589924.6300979366 4508056.069778172, 589951.2255410207 4507980.5633703)",secondary,0,,80.1513715278,,Vandervoort Avenue,False,5680770,,1.0686849537,42524622
1373,,,42524622,"LINESTRING (589924.6300979366 4508056.069778172, 589951.2255410207 4507980.5633703)",secondary,1,,80.1513715278,,Vandervoort Avenue,False,5680770,,1.0686849537,42509901
1374,,,42509901,"LINESTRING (589924.6300979366 4508056.069778172, 589784.8197663528 4508007.857351823)",residential,0,,147.614858811,,Jackson Street,False,5679401,,1.96819811748,42490375
1375,,,42490375,"LINESTRING (589924.6300979366 4508056.069778172, 589784.8197663528 4508007.857351823)",residential,1,,147.614858811,,Jackson Street,False,5679401,,1.96819811748,42509901
1376,,,42534485,"LINESTRING (588118.924199841 4508292.525079862, 587997.3195737646 4508389.558226719)",secondary,0,,155.466386473,,North 11th Street,False,46816996,,2.07288515298,42506305
1377,,,42506305,"LINESTRING (588118.924199841 4508292.525079862, 587997.3195737646 4508389.558226719)",secondary,1,,155.466386473,,North 11th Street,False,46816996,,2.07288515298,42534485
1378,,,42534485,"LINESTRING (588118.924199841 4508292.525079862, 588168.1958966223 4508354.284087953)",residential,0,,79.0117778593,,Berry Street,False,5682172,,1.05349037146,42514549
1379,,,42514549,"LINESTRING (588118.924199841 4508292.525079862, 588168.1958966223 4508354.284087953)",residential,1,,79.0117778593,,Berry Street,False,5682172,,1.05349037146,42534485
1380,,,42534485,"LINESTRING (588118.924199841 4508292.525079862, 588069.4009331595 4508230.541395684)",residential,0,,79.3441580727,,Berry Street,False,5682172,,1.05792210764,42482461
1381,,,42482461,"LINESTRING (588118.924199841 4508292.525079862, 588069.4009331595 4508230.541395684)",residential,1,,79.3441580727,,Berry Street,False,5682172,,1.05792210764,42534485
1382,,,42534485,"LINESTRING (588118.924199841 4508292.525079862, 588228.2511285138 4508205.339823661)",secondary,0,,139.73786148,,North 11th Street,False,46816996,,1.86317148639,42520383
1383,,,42520383,"LINESTRING (588118.924199841 4508292.525079862, 588228.2511285138 4508205.339823661)",secondary,1,,139.73786148,,North 11th Street,False,46816996,,1.86317148639,42534485
1384,,,42509922,"LINESTRING (588709.5671732768 4507781.311975461, 588848.1371230542 4507799.956896584)",residential,0,,139.513649698,,Jackson Street,False,46817006,,1.86018199597,42491203
1385,,,42491203,"LINESTRING (588709.5671732768 4507781.311975461, 588848.1371230542 4507799.956896584)",residential,1,,139.513649698,,Jackson Street,False,46817006,,1.86018199597,42509922
1386,,,42509922,"LINESTRING (588709.5671732768 4507781.311975461, 588719.9750176831 4507702.166242722)",residential,0,,79.9524317819,,Lorimer Street,False,158799967,,1.06603242376,42527659
1387,,,42527659,"LINESTRING (588709.5671732768 4507781.311975461, 588719.9750176831 4507702.166242722)",residential,1,,79.9524317819,,Lorimer Street,False,158799967,,1.06603242376,42509922
1388,,,2089937852,"LINESTRING (588475.3353210363 4507909.365771743, 588395.773615371 4507969.968129552)",secondary,0,,99.9361263984,,North 10th Street,False,46816995,,1.33248168531,42482473
1389,,,42482473,"LINESTRING (588475.3353210363 4507909.365771743, 588395.773615371 4507969.968129552)",secondary,1,,99.9361263984,,North 10th Street,False,46816995,,1.33248168531,2089937852
1390,,,2089937852,"LINESTRING (588475.3353210363 4507909.365771743, 588503.9191031829 4507887.602162069)",secondary,0,,35.8982742572,,North 10th Street,False,46816995,,0.478643656763,42482474
1391,,,42482474,"LINESTRING (588475.3353210363 4507909.365771743, 588503.9191031829 4507887.602162069)",secondary,1,,35.8982742572,,North 10th Street,False,46816995,,0.478643656763,2089937852
1392,,,2089937852,"LINESTRING (588475.3353210363 4507909.365771743, 588500.3029333374 4507912.439188671)",residential,0,,25.1008636102,,Frost Street,False,5681166,,0.334678181469,42520607
1393,,,42520607,"LINESTRING (588475.3353210363 4507909.365771743, 588500.3029333374 4507912.439188671)",residential,1,,25.1008636102,,Frost Street,False,5681166,,0.334678181469,2089937852
1394,,,42509933,"LINESTRING (588987.2936937297 4507818.944531025, 588848.1371230542 4507799.956896584)",residential,0,,140.139811991,,Jackson Street,False,46817006,,1.86853082655,42491203
1395,,,42491203,"LINESTRING (588987.2936937297 4507818.944531025, 588848.1371230542 4507799.956896584)",residential,1,,140.139811991,,Jackson Street,False,46817006,,1.86853082655,42509933
1396,,,42509933,"LINESTRING (588987.2936937297 4507818.944531025, 588976.5492475216 4507897.752873045)",residential,0,,79.6619157425,,Manhattan Avenue,False,5681741,,1.06215887657,42505939
1397,,,42505939,"LINESTRING (588987.2936937297 4507818.944531025, 588976.5492475216 4507897.752873045)",residential,1,,79.6619157425,,Manhattan Avenue,False,5681741,,1.06215887657,42509933
1398,,,42509933,"LINESTRING (588987.2936937297 4507818.944531025, 588997.8654114778 4507740.467204267)",residential,0,,79.3102440843,,Manhattan Avenue,False,5681741,,1.05746992112,42535559
1399,,,42535559,"LINESTRING (588987.2936937297 4507818.944531025, 588997.8654114778 4507740.467204267)",residential,1,,79.3102440843,,Manhattan Avenue,False,5681741,,1.05746992112,42509933
1400,,,42526320,"LINESTRING (589077.6816565611 4505855.482977914, 588965.2635333709 4505837.370287672)",residential,0,,113.622523099,,Ellery Street,False,5681149,,1.51496697465,42514344
1401,,,42514344,"LINESTRING (589077.6816565611 4505855.482977914, 588965.2635333709 4505837.370287672)",residential,1,,113.622523099,,Ellery Street,False,5681149,,1.51496697465,42526320
1402,,,42526320,"LINESTRING (589077.6816565611 4505855.482977914, 589205.7835527784 4505876.983314893)",residential,0,,129.614716475,,Ellery Street,False,5681149,,1.72819621967,42499154
1403,,,42499154,"LINESTRING (589077.6816565611 4505855.482977914, 589205.7835527784 4505876.983314893)",residential,1,,129.614716475,,Ellery Street,False,5681149,,1.72819621967,42526320
1404,,,42526320,"LINESTRING (589077.6816565611 4505855.482977914, 589135.1986780966 4505780.234063318)",residential,0,,94.7367141116,,Delmonico Place,False,112168194,,1.26315618815,42471867
1405,,,42471867,"LINESTRING (589077.6816565611 4505855.482977914, 589135.1986780966 4505780.234063318)",residential,1,,94.7367141116,,Delmonico Place,False,112168194,,1.26315618815,42526320
1406,,,42509952,"LINESTRING (588523.1697905936 4507755.31526722, 588512.0989599895 4507831.444597571)",secondary,0,,77.0499148401,,Union Avenue,False,198924653,,1.02733219787,42505929
1407,,,42505929,"LINESTRING (588523.1697905936 4507755.31526722, 588512.0989599895 4507831.444597571)",secondary,1,,77.0499148401,,Union Avenue,False,198924653,,1.02733219787,42509952
1408,,,1988642433,"LINESTRING (589713.8995036365 4507779.868073189, 589718.4200883356 4507777.680080601, 589726.6830686904 4507769.197937066)",footway,0,,16.8555047094,,,False,48602838,,0.224740062792,617279698
1409,,,1988642433,"LINESTRING (589713.8995036365 4507779.868073189, 589723.2834061972 4507787.664371095, 589731.3934352503 4507791.825917591, 589746.7340323504 4507797.42943293, 589753.9535928435 4507799.781656347, 589758.178223829 4507800.410094875)",footway,0,,49.4363052091,,,False,48602840,,0.659150736122,1997864535
1410,,,617279671,"LINESTRING (589645.0941783661 4507733.006068767, 589644.1032156731 4507740.210593871, 589646.2304193839 4507751.527349, 589651.9786917589 4507763.787155038, 589663.1743262932 4507774.758327014, 589676.2375680622 4507780.778259414, 589689.7870819334 4507785.005520527, 589705.6572667854 4507783.842942466, 589713.8995036365 4507779.868073189)",footway,0,,101.579842529,,,False,48602838,,1.35439790039,1988642433
1411,yes,,42501872,"LINESTRING (587849.6290793716 4504903.155449508, 587870.4529144408 4504906.6326053, 587922.5840479841 4504915.343253169)",secondary,0,,73.8072253593,,DeKalb Avenue,False,107391104,,0.984096338123,42494544
1412,yes,,42501872,"LINESTRING (587849.6290793716 4504903.155449508, 587855.8147533787 4504864.615250718, 587865.2299680171 4504805.97391744, 587875.8041345289 4504740.818231307)",secondary,0,,164.688284089,,Classon Avenue,False,"[420626018, 420626021]",,2.19584378786,42501880
1413,yes,,42501880,"LINESTRING (587875.8041345289 4504740.818231307, 587889.1884417906 4504659.597662736)",secondary,0,,82.4429918211,,Classon Avenue,False,420626021,,1.09923989095,42501882
1414,yes,,42501882,"LINESTRING (587875.8041345289 4504740.818231307, 587889.1884417906 4504659.597662736)",secondary,1,,82.4429918211,,Classon Avenue,False,420626021,,1.09923989095,42501880
1415,,,42501880,"LINESTRING (587875.8041345289 4504740.818231307, 588112.4266124935 4504780.392906505)",secondary,0,,239.394483431,,Lafayette Avenue,False,227074779,,3.19192644574,42523755
1416,,,42523755,"LINESTRING (587875.8041345289 4504740.818231307, 588112.4266124935 4504780.392906505)",secondary,1,,239.394483431,,Lafayette Avenue,False,227074779,,3.19192644574,42501880
1417,,,42501882,"LINESTRING (587889.1884417906 4504659.597662736, 588120.2705975489 4504697.663650611)",residential,0,,233.693511612,,Clifton Place,False,5681568,,3.11591348816,42524140
1418,,,42524140,"LINESTRING (587889.1884417906 4504659.597662736, 588120.2705975489 4504697.663650611)",residential,1,,233.693511612,,Clifton Place,False,5681568,,3.11591348816,42501882
1419,,,42501884,"LINESTRING (587915.7030139308 4504497.26461943, 588145.7238389076 4504534.741372864)",residential,0,,232.552862438,,Lexington Avenue,False,5680742,,3.1007048325,42524143
1420,,,42524143,"LINESTRING (587915.7030139308 4504497.26461943, 588145.7238389076 4504534.741372864)",residential,1,,232.552862438,,Lexington Avenue,False,5680742,,3.1007048325,42501884
1421,,,1988642432,"LINESTRING (589630.0223087287 4507729.6153763, 589612.8861243795 4507779.624081098)",residential,0,,52.9290363528,,Olive Street,False,276074150,,0.705720484703,42489474
1422,,,42489474,"LINESTRING (589630.0223087287 4507729.6153763, 589612.8861243795 4507779.624081098)",residential,1,,52.9290363528,,Olive Street,False,276074150,,0.705720484703,1988642432
1423,,,1988642432,"LINESTRING (589630.0223087287 4507729.6153763, 589640.994279312 4507697.584569572)",residential,0,,33.8997931483,,Olive Street,False,276074150,,0.451997241977,42494204
1424,,,42494204,"LINESTRING (589630.0223087287 4507729.6153763, 589640.994279312 4507697.584569572)",residential,1,,33.8997931483,,Olive Street,False,276074150,,0.451997241977,1988642432
1425,,,617279671,"LINESTRING (589645.0941783661 4507733.006068767, 589635.149275308 4507731.076216871, 589630.0223087287 4507729.6153763)",footway,0,,15.4293942943,,,False,48602838,,0.205725257257,1988642432
1426,,,42486746,"LINESTRING (590925.7187822217 4505712.133947713, 590761.6742326825 4505486.525600325)",residential,0,,279.011681658,,Stanhope Street,False,221725598,,3.72015575544,42499833
1427,,,42499833,"LINESTRING (590925.7187822217 4505712.133947713, 590761.6742326825 4505486.525600325)",residential,1,,279.011681658,,Stanhope Street,False,221725598,,3.72015575544,42486746
1428,,,42486743,"LINESTRING (590925.7187822217 4505712.133947713, 590860.9806404208 4505759.292156422)",residential,0,,80.0246566736,,Central Avenue,False,460777241,,1.06699542231,42486746
1429,,,42486746,"LINESTRING (590925.7187822217 4505712.133947713, 590860.9806404208 4505759.292156422)",residential,1,,80.0246566736,,Central Avenue,False,460777241,,1.06699542231,42486743
1430,,,42486746,"LINESTRING (590925.7187822217 4505712.133947713, 590989.7511936022 4505665.400623256)",residential,0,,79.2051151591,,Central Avenue,False,460777241,,1.05606820212,42486749
1431,,,42486749,"LINESTRING (590925.7187822217 4505712.133947713, 590989.7511936022 4505665.400623256)",residential,1,,79.2051151591,,Central Avenue,False,460777241,,1.05606820212,42486746
1432,,,42526495,"LINESTRING (588445.298690354 4508031.731969727, 588395.773615371 4507969.968129552)",residential,0,,79.1730768434,,Roebling Street,False,5680902,,1.05564102458,42482473
1433,,,42482473,"LINESTRING (588445.298690354 4508031.731969727, 588395.773615371 4507969.968129552)",residential,1,,79.1730768434,,Roebling Street,False,5680902,,1.05564102458,42526495
1434,,,42520612,"LINESTRING (588445.298690354 4508031.731969727, 588487.9637835998 4507997.202092468)",secondary,0,,54.8509946994,,North 11th Street,False,46816996,,0.731346595992,42526495
1435,,,42526495,"LINESTRING (588445.298690354 4508031.731969727, 588487.9637835998 4507997.202092468)",secondary,1,,54.8509946994,,North 11th Street,False,46816996,,0.731346595992,42520612
1436,,,42526495,"LINESTRING (588445.298690354 4508031.731969727, 588478.7237515759 4508069.323201561)",residential,0,,50.2961611577,,Roebling Street,False,5680902,,0.670615482103,42512055
1437,,,42512055,"LINESTRING (588445.298690354 4508031.731969727, 588478.7237515759 4508069.323201561)",residential,1,,50.2961611577,,Roebling Street,False,5680902,,0.670615482103,42526495
1438,,,42526505,"LINESTRING (588148.5738560943 4507659.82711182, 588110.1973118426 4507612.075636667, 588093.6903265978 4507604.263456304)",residential,0,,79.4992881494,,Roebling Street,False,5680902,,1.05999050866,42473959
1439,,,42526505,"LINESTRING (588148.5738560943 4507659.82711182, 588197.502628874 4507722.359223779)",residential,0,,79.4087079696,,Roebling Street,False,5680902,,1.05878277293,42506186
1440,,,42506186,"LINESTRING (588148.5738560943 4507659.82711182, 588197.502628874 4507722.359223779)",residential,1,,79.4087079696,,Roebling Street,False,5680902,,1.05878277293,42526505
1441,,,42526505,"LINESTRING (588148.5738560943 4507659.82711182, 588260.3874098673 4507570.340224155)",residential,0,,143.115943177,,North 5th Street,False,46816993,,1.90821257569,42480143
1442,,,42480143,"LINESTRING (588148.5738560943 4507659.82711182, 588260.3874098673 4507570.340224155)",residential,1,,143.115943177,,North 5th Street,False,46816993,,1.90821257569,42526505
1443,,,42854190,"LINESTRING (591498.927830401 4508468.026167817, 591502.0278295241 4508459.126981918, 591491.1792407377 4508369.652128458, 591487.3134619477 4508343.391677346, 591484.8522868769 4508329.261272136, 591482.4638896158 4508320.871705691, 591470.3625959549 4508291.834011662, 591461.7731775243 4508271.865896176, 591453.8675921296 4508251.240080967, 591443.4123302799 4508217.482014914, 591419.2090504206 4508140.210761934, 591378.9041184413 4508009.49417125, 591376.982652995 4508000.211108538, 591379.8560963245 4507989.13301795)",residential,0,,499.121556527,,Page Place,False,5705265,,6.65495408703,42871287
1444,,,42526516,"LINESTRING (587984.2604026268 4507453.817331005, 588010.0838122832 4507505.238331118)",secondary,0,,57.5877110244,,Roebling Street,False,46863514,,0.767836146992,42489993
1445,,,42489993,"LINESTRING (587984.2604026268 4507453.817331005, 588010.0838122832 4507505.238331118)",secondary,1,,57.5877110244,,Roebling Street,False,46863514,,0.767836146992,42526516
1446,,,42526516,"LINESTRING (587984.2604026268 4507453.817331005, 588114.3890032583 4507394.299471282)",residential,0,,142.874450457,,Grand Street,False,198924566,,1.90499267276,42480109
1447,,,42480109,"LINESTRING (587984.2604026268 4507453.817331005, 588114.3890032583 4507394.299471282)",residential,1,,142.874450457,,Grand Street,False,198924566,,1.90499267276,42526516
1448,,,42526516,"LINESTRING (587984.2604026268 4507453.817331005, 587957.6474636684 4507396.991389466)",secondary,0,,62.8052237291,,Roebling Street,False,198924634,,0.837402983055,42504285
1449,,,42504285,"LINESTRING (587984.2604026268 4507453.817331005, 587957.6474636684 4507396.991389466)",secondary,1,,62.8052237291,,Roebling Street,False,198924634,,0.837402983055,42526516
1450,,,42526520,"LINESTRING (587924.7750144859 4507326.54665318, 588054.6611147373 4507266.247679431)",residential,0,,142.983413758,,South 2nd Street,False,5681375,,1.90644551678,42480096
1451,,,42480096,"LINESTRING (587924.7750144859 4507326.54665318, 588054.6611147373 4507266.247679431)",residential,1,,142.983413758,,South 2nd Street,False,5681375,,1.90644551678,42526520
1452,,,42526520,"LINESTRING (587924.7750144859 4507326.54665318, 587886.1350343867 4507243.710292702)",secondary,0,,91.4876164534,,Roebling Street,False,198924634,,1.21983488604,42474131
1453,,,42474131,"LINESTRING (587924.7750144859 4507326.54665318, 587886.1350343867 4507243.710292702)",secondary,1,,91.4876164534,,Roebling Street,False,198924634,,1.21983488604,42526520
1454,,,42526520,"LINESTRING (587924.7750144859 4507326.54665318, 587957.6474636684 4507396.991389466)",secondary,0,,77.8072175388,,Roebling Street,False,198924634,,1.03742956718,42504285
1455,,,42504285,"LINESTRING (587924.7750144859 4507326.54665318, 587957.6474636684 4507396.991389466)",secondary,1,,77.8072175388,,Roebling Street,False,198924634,,1.03742956718,42526520
1456,,,42526525,"LINESTRING (587852.3398930952 4507172.588869106, 587847.9938148448 4507170.761052473, 587835.7880119806 4507165.609437645, 587832.1397437188 4507164.067447371)",pedestrian,0,,21.8871492511,,,False,180337407,,0.291828656681,1907726306
1457,,,42526525,"LINESTRING (587852.3398930952 4507172.588869106, 587886.1350343867 4507243.710292702)",secondary,0,,78.8117340588,,Roebling Street,False,38605542,,1.05082312078,42474131
1458,,,42474131,"LINESTRING (587852.3398930952 4507172.588869106, 587886.1350343867 4507243.710292702)",secondary,1,,78.8117340588,,Roebling Street,False,38605542,,1.05082312078,42526525
