,geometry,highway,lat,lon,osmid
1031,POINT (588261.4815249466 4504970.434349634),,40.690908,-73.95541,42520242
1032,POINT (588274.6162666723 4504889.211372912),,40.690175,-73.955266,42520244
1033,POINT (588287.3076536268 4504809.048961316),,40.6894516,-73.9551271,42520247
1034,POINT (588301.1373611665 4504726.990533162),,40.688711,-73.954975,42520251
1035,POINT (588327.6621156347 4504564.547797741),,40.687245,-73.954684,42520258
1036,POINT (588228.2511285138 4508205.339823661),,40.720049,-73.955348,42520383
1037,POINT (587931.5268975864 4507833.110590113),,40.716728,-73.958913,42520393
1038,POINT (587829.4805775124 4507704.781043363),,40.715583,-73.960139,42520398
1039,POINT (588681.9255380839 4506270.186548098),,40.70257,-73.950251,42520556
1040,POINT (588681.7726642386 4506311.263017695),,40.70294,-73.950247,42520559
1041,POINT (588683.446468074 4506489.363017501),,40.704544,-73.950202,42520562
1042,POINT (588651.9619404678 4506805.067812091),,40.707391,-73.95053,42520569
1043,POINT (588630.6605297948 4506961.577125543),,40.708803,-73.95076,42520572
1044,POINT (588609.014048178 4507118.748528515),,40.710221,-73.950994,42520577
1045,POINT (588597.4546069164 4507200.289769611),,40.7109567,-73.9511193,42520579
1046,POINT (588577.5403825408 4507360.357457303),,40.7124006,-73.9513324,42520582
1047,POINT (588566.5253354755 4507438.807728089),,40.7131084,-73.9514517,42520585
1048,POINT (588500.3029333374 4507912.439188671),,40.7173816,-73.9521687,42520607
1049,POINT (588487.9637835998 4507997.202092468),,40.7181464,-73.9523028,42520612
1050,POINT (588097.2947946466 4506742.173411675),,40.706884,-73.957104,42520698
1051,POINT (588196.0835936281 4507013.142285791),traffic_signals,40.7093141,-73.9558966,42520715
1052,POINT (588329.1374072476 4507295.578501569),,40.7118438,-73.9542819,42520724
1053,POINT (588393.6606428935 4507438.366956931),,40.713123,-73.953498,42520729
1054,POINT (587896.1727974153 4506567.481934659),traffic_signals,40.705332,-73.959509,42520740
1055,POINT (588104.4331403065 4504944.810341687),,40.690694,-73.957272,42521443
1056,POINT (591038.1470663183 4506135.733826518),,40.701102,-73.922384,42521479
1057,POINT (591394.83073022 4506620.516697536),,40.705429,-73.918092,42521481
1058,POINT (589169.6780747175 4506469.099323978),,40.704309,-73.94445,42521981
1059,POINT (589945.6808289718 4506590.641925423),,40.7053194,-73.9352481,42521993
1060,POINT (589765.5133226558 4508507.228219581),,40.722602,-73.937106,42522375
1061,POINT (588274.6080173126 4506133.436095452),,40.701382,-73.955091,42522394
1062,POINT (588594.1395784898 4506411.579806821),,40.703853,-73.95127,42522399
1063,POINT (588166.5040929747 4506257.384120287),,40.70251,-73.956353,42523048
1064,POINT (588865.8542987322 4508246.036731209),,40.720347,-73.947794,42523210
1065,POINT (588849.8418880513 4506747.59343762),,40.706852,-73.948196,42523539
1066,POINT (589127.5115982292 4506786.117611473),,40.707169,-73.944904,42523544
1067,POINT (589665.3007992405 4506860.653784613),,40.707782,-73.938528,42523550
1068,POINT (588112.4266124935 4504780.392906505),,40.6892122,-73.9572005,42523755
1069,POINT (588131.8894755192 4504783.210710526),,40.6892355,-73.9569698,42523761
1070,POINT (588817.9927522546 4506987.353994944),,40.709015,-73.948539,42523854
1071,POINT (589096.1500106398 4507026.7490717),crossing,40.7093398,-73.945241,42523893
1072,POINT (588124.1523543275 4504828.449128685),,40.6896438,-73.957055,42524138
1073,POINT (588120.2705975489 4504697.663650611),,40.6884662,-73.9571193,42524140
1074,POINT (588145.7238389076 4504534.741372864),,40.686996,-73.956841,42524143
1075,POINT (589475.5137152132 4507542.708064203),,40.713946,-73.940677,42524393
1076,POINT (590109.0400795173 4507534.055810629),,40.713799,-73.933179,42524611
1077,POINT (589951.2255410207 4507980.5633703),,40.717838,-73.934983,42524622
1078,POINT (589872.4865372971 4508204.430993551),,40.719863,-73.935883,42524631
1079,POINT (591551.0797321063 4505762.120669489),,40.69768,-73.916368,42524972
1080,POINT (590311.9735453358 4506727.719066888),,40.706514,-73.930893,42525014
1081,POINT (590501.549707456 4506770.552281795),,40.706879,-73.928643,42525015
1082,POINT (590589.7172048191 4506462.206236344),,40.704092,-73.927644,42525548
1083,POINT (588763.2078572838 4507386.046747704),,40.712612,-73.949131,42525812
1084,POINT (589041.2789115252 4507424.351150621),,40.712927,-73.945834,42525818
1085,POINT (589077.6816565611 4505855.482977914),,40.698792,-73.945626,42526320
1086,POINT (588445.298690354 4508031.731969727),,40.718462,-73.952803,42526495
1087,POINT (588148.5738560943 4507659.82711182),,40.715144,-73.956368,42526505
1088,POINT (587984.2604026268 4507453.817331005),,40.713306,-73.958342,42526516
1089,POINT (587924.7750144859 4507326.54665318),,40.712166,-73.959064,42526520
1090,POINT (587852.3398930952 4507172.588869106),traffic_signals,40.710787,-73.959943,42526525
1091,POINT (588864.3398479568 4506101.282896605),,40.701029,-73.948116,42526740
1092,POINT (588701.8249459785 4506287.743860466),,40.702726,-73.950013,42527626
1093,POINT (588839.8128956782 4506830.185179036),,40.707597,-73.948303,42527635
1094,POINT (588796.5126117161 4507144.415935432),,40.710432,-73.948771,42527642
1095,POINT (588785.3139524013 4507225.994568781),traffic_signals,40.711168,-73.948892,42527647
1096,POINT (588752.6382767238 4507464.524333971),,40.71332,-73.949245,42527653
1097,POINT (588719.9750176831 4507702.166242722),,40.715464,-73.949598,42527659
1098,POINT (588687.5904252995 4507937.846557287),,40.7175903,-73.949948,42527665
1099,POINT (589030.6179544535 4507503.160398543),,40.713638,-73.945949,42528046
1100,POINT (590717.9307826752 4506369.069593015),,40.703239,-73.92614,42528515
1101,POINT (587822.1098635392 4507920.632221486),,40.717528,-73.960196,42528570
1102,POINT (589180.6083328539 4506389.183333364),,40.703588,-73.944332,42528868
1103,POINT (589965.9234631576 4506514.070491054),,40.7046275,-73.9350195,42528875
1104,POINT (589117.9059097268 4506868.381084243),,40.707911,-73.945006,42529162
1105,POINT (589635.9613725235 4506939.458651003),,40.708495,-73.938864,42529171
1106,POINT (590439.6175858243 4507145.055889681),,40.710259,-73.929322,42529185
1107,POINT (589678.5441734748 4506072.329379931),,40.70068,-73.938484,42529638
1108,POINT (588965.4698141102 4507976.335170628),,40.717907,-73.946653,42529769
1109,POINT (590006.4361785686 4506360.85039741),,40.703243,-73.934562,42529847
1110,POINT (589201.6557525299 4506233.782543696),,40.702186,-73.944105,42529854
1111,POINT (589404.7009219339 4506261.20589911),,40.702411,-73.941698,42529856
1112,POINT (590653.9060349678 4506415.805184804),,40.703667,-73.926891,42530350
1113,POINT (591015.5799685054 4506907.84722009),,40.708059,-73.922539,42530355
1114,POINT (588486.0314055574 4506535.745264749),,40.704983,-73.952532,42531741
1115,POINT (588315.2166960953 4507161.297673878),,40.7106358,-73.9544656,42531876
1116,POINT (588353.8921498959 4504902.810847038),,40.690289,-73.954326,42531892
1117,POINT (588884.458423364 4508223.166910326),,40.720139,-73.947577,42532947
1118,POINT (588118.924199841 4508292.525079862),,40.720846,-73.95663,42534485
1119,POINT (589158.8444985091 4506548.017291927),,40.705021,-73.944567,42535511
1120,POINT (589074.5174912568 4507181.943367889),,40.71074,-73.945475,42535525
1121,POINT (589063.3091415905 4507264.076668476),,40.711481,-73.945596,42535541
1122,POINT (588997.8654114778 4507740.467204267),,40.715779,-73.946303,42535559
1123,POINT (591102.3442743368 4506089.114570558),,40.700675,-73.921631,42536210
1124,POINT (591166.3746886499 4506042.382777703),,40.700247,-73.92088,42536212
1125,POINT (591615.1989344369 4505715.504726988),,40.697253,-73.915616,42536220
1126,POINT (591679.234457692 4505668.888284774),,40.696826,-73.914865,42536224
1127,POINT (591521.3096031941 4506524.818783086),,40.704553,-73.916609,42536742
1128,POINT (591458.1106284185 4506572.779003247),,40.704992,-73.91735,42537507
1129,POINT (589363.066507171 4506575.231854782),,40.705244,-73.942146,42538217
1130,POINT (591275.1197747358 4507949.040616141),,40.7174084,-73.9193154,42807867
1131,POINT (591291.3143796364 4508516.527532382),,40.722518,-73.919041,42807873
1132,POINT (591157.2987843627 4507550.659661353),,40.7138332,-73.9207681,42809915
1133,POINT (591346.8776839394 4507401.17771582),,40.7124658,-73.9185458,42809921
1134,POINT (591437.00262916 4507332.587228767),,40.711838,-73.917489,42809924
1135,POINT (591500.1910905141 4507284.959902807),,40.711402,-73.916748,42809927
1136,POINT (591563.8013464082 4507237.449324354),,40.710967,-73.916002,42809929
1137,POINT (591626.7407671 4507189.597914868),,40.710529,-73.915264,42809932
1138,POINT (591690.5229707622 4507141.979482188),,40.710093,-73.914516,42809936
1139,POINT (591753.6343399519 4507094.020209955),,40.709654,-73.913776,42809938
1140,POINT (591817.0802957515 4507046.398666499),,40.709218,-73.913032,42809940
1141,POINT (591740.3525030189 4506546.719477783),,40.7047259,-73.9140133,42814480
1142,POINT (591388.6071895532 4508490.302902124),,40.722271,-73.917893,42819671
1143,POINT (591237.2480644879 4507287.716937557),,40.711456,-73.91986,42827564
1144,POINT (591342.7331468215 4507208.07861343),,40.710727,-73.918623,42827568
1145,POINT (591405.8389034054 4507160.338438745),,40.71029,-73.917883,42827574
1146,POINT (591469.0326831527 4507112.377818431),,40.709851,-73.917142,42827581
1147,POINT (591532.2272822894 4507064.417726304),,40.709412,-73.916401,42827589
1148,POINT (591595.4213304375 4507016.56916924),,40.708974,-73.91566,42827593
1149,POINT (591658.869615739 4506968.724270901),,40.708536,-73.914916,42827597
1150,POINT (591721.8949808449 4506920.98569072),,40.708099,-73.914177,42827600
1151,POINT (591785.177328634 4506873.028756943),,40.70766,-73.913435,42827602
1152,POINT (591558.0930794841 4506967.480037345),,40.708536,-73.916109,42828274
1153,POINT (591421.9710951715 4506788.352416452),,40.7069377,-73.9177463,42828281
1154,POINT (591485.012711169 4506871.542298235),,40.70768,-73.916988,42828283
1155,POINT (591584.6159962893 4507518.87414732),,40.7134995,-73.9157145,42843568
1156,POINT (591672.9274426459 4507513.025918704),,40.713437,-73.91467,42843573
1157,POINT (591810.9218663138 4507503.074921165),,40.713332,-73.913038,42843577
1158,POINT (591498.927830401 4508468.026167817),,40.7220581,-73.9165902,42854190
1159,POINT (591772.6590448124 4508137.54782407),,40.719051,-73.913398,42855308
1160,POINT (591294.7533199471 4506883.454380581),,40.7078084,-73.9192382,42859100
1161,POINT (591391.6284833771 4507010.836480697),,40.708945,-73.918073,42859103
1162,POINT (591287.2324816024 4507349.128384617),,40.7120036,-73.9192594,42866199
1163,POINT (591358.7367962226 4507294.319054436),,40.711502,-73.918421,42866201
1164,POINT (591088.2307656669 4507878.641273443),,40.716795,-73.921538,42871283
1165,POINT (591379.8560963245 4507989.13301795),,40.7177579,-73.9180697,42871287
1166,POINT (591623.9295971091 4508080.641154885),,40.718555,-73.915167,42871290
1167,POINT (591699.7616723345 4508110.000441302),,40.718811,-73.914265,42871293
1168,POINT (591799.8370879294 4506501.402429204),,40.7043111,-73.9133159,42876049
1169,POINT (591164.0413015635 4507185.507947627),,40.7105435,-73.9207414,42881140
1170,POINT (591706.0503992244 4507624.548062184),,40.7144378,-73.9142616,42881147
1171,POINT (591770.4328775518 4507675.660318897),,40.714891,-73.913492,42881149
1172,POINT (591789.6816404554 4507696.449013553),traffic_signals,40.7150761,-73.9132611,42881151
1173,POINT (591494.9806113512 4507015.551967011),,40.708976,-73.916849,42885318
1174,POINT (591422.571631058 4506919.956195059),,40.708123,-73.91772,42885320
1175,POINT (591675.3809281035 4506596.487863638),,40.7051814,-73.914775,42888324
1176,POINT (591771.394744223 4506723.642251892),,40.706316,-73.91362,42888327
1177,POINT (591233.9308755106 4506932.26722255),,40.7082548,-73.919951,42898825
1178,POINT (591328.7750069227 4507058.579904077),,40.709382,-73.91881,42898828
1179,POINT (590946.7459192987 4508249.722791882),,40.720153,-73.923159,42904515
1180,POINT (591170.7520268771 4506981.084895961),,40.7087015,-73.9206917,42907440
1181,POINT (591485.9618487875 4506740.423898357),,40.7064989,-73.9169959,42907463
1182,POINT (591549.1006317423 4506692.452093394),,40.7060598,-73.9162556,42907469
1183,POINT (591614.0816157684 4506641.783467486),,40.7055962,-73.9154939,42907474
1184,POINT (591582.0563260352 4506867.299262533),,40.707631,-73.91584,42908162
1185,POINT (591266.0040823208 4507106.546902778),,40.709821,-73.919546,42923023
1186,POINT (590911.9229764505 4508237.638374643),,40.720048,-73.923573,42923673
1187,POINT (591096.2663072805 4507233.181693942),,40.7109804,-73.9215367,42934632
1188,POINT (591645.0002793076 4506819.336974341),,40.707192,-73.915102,42934641
1189,POINT (591708.1957310757 4506771.600355879),,40.706755,-73.914361,42934645
1190,POINT (588507.6187215217 4508495.684269032),,40.7226342,-73.9519997,370212223
1191,POINT (588546.1985863129 4508492.547658955),,40.7226018,-73.9515434,370212224
1192,POINT (588572.6080531362 4508465.962207063),,40.7223595,-73.9512345,370212225
1193,POINT (588585.3025447101 4508412.301093848),,40.7218748,-73.9510918,370212227
1194,POINT (588560.7759937048 4508393.656115481),,40.7217095,-73.9513848,370212228
1195,POINT (588489.78510415 4508473.95525128),,40.7224404,-73.9522139,370212234
1196,POINT (588580.9697973952 4508403.067760273),,40.7217921,-73.9511444,370212240
1197,POINT (588455.9873157131 4508440.866969109),,40.722146,-73.9526187,370212241
1198,POINT (588497.1004815786 4508437.105278189),,40.7221077,-73.9521325,370212242
1199,POINT (588530.1881426561 4508403.715958891),,40.7218034,-73.9517455,370212243
1200,POINT (588535.3875356164 4508373.613148807),,40.7215317,-73.9516882,370212244
1201,POINT (588423.7437891965 4508414.125675523),,40.7219086,-73.9530042,370212247
1202,POINT (588336.1056935235 4508288.802554456),,40.7207892,-73.9540594,370212262
1203,POINT (588336.7193617176 4508252.172394947),,40.7204592,-73.9540573,370212263
1204,POINT (588307.6019689336 4508272.087279515),,40.7206417,-73.9543992,370212264
1205,POINT (588363.8517070558 4508228.725655473),,40.7202451,-73.9537394,370212265
1206,POINT (588397.8748658167 4508235.226228715),,40.7203,-73.9533357,370212266
1207,POINT (588385.2442294291 4508209.196321653),,40.7200669,-73.9534889,370212267
1208,POINT (588438.1989791024 4508273.643392421),,40.7206417,-73.9528529,370212268
1209,POINT (588613.6352127944 4508364.766550684),,40.7214436,-73.9507631,370212297
1210,POINT (588604.1915536251 4508343.559397926),,40.7212536,-73.9508779,370212301
1211,POINT (588590.9202925187 4508297.692795198),,40.7208419,-73.9510415,370212310
1212,POINT (588487.0292954695 4508183.864449507),,40.7198278,-73.9522875,370212330
1213,POINT (588506.8307693371 4508128.522760961),,40.7193272,-73.9520609,370212332
1214,POINT (588483.699199971 4508247.751582139),,40.7204036,-73.9523179,370212350
1215,POINT (588481.8010686931 4508217.808323361),,40.7201341,-73.9523446,370212355
1216,POINT (588473.2895228991 4508207.637029785),,40.7200434,-73.9524468,370212357
1217,POINT (588459.2722557923 4508198.732351501),,40.7199647,-73.952614,370212359
1218,POINT (588484.2137624226 4508203.204317198),,40.7200023,-73.9523181,370212361
1219,POINT (588474.6029741757 4508175.42281487),,40.7197531,-73.9524358,370212363
1220,POINT (588462.8443961459 4508173.317458176),,40.7197354,-73.9525753,370212366
1221,POINT (588503.1804845376 4508096.76002559),,40.7190415,-73.9521086,370212369
1222,POINT (588533.1617992647 4508109.308122256),,40.7191513,-73.9517519,370212373
1223,POINT (588488.1231239667 4508169.355733058),,40.719697,-73.9522766,370212375
1224,POINT (588614.1276211189 4508118.523989971),,40.7192256,-73.9507921,370212377
1225,POINT (588644.7629620361 4508112.373028856),,40.7191669,-73.9504303,370212378
1226,POINT (588633.130985441 4508136.425872207),,40.7193848,-73.9505646,370212379
1227,POINT (588642.8204505902 4508151.218873017),,40.719517,-73.9504478,370212381
1228,POINT (588419.4708572724 4508190.841444048),,40.7198979,-73.9530863,370212397
1229,POINT (588422.5396990072 4508176.456186849),,40.719768,-73.953052,370212400
1230,POINT (588451.4742426904 4508176.890010565),,40.7197688,-73.9527094,370212404
1231,POINT (588449.8825244214 4508192.7805763),,40.7199121,-73.952726,370212409
1232,POINT (588406.1079673703 4508201.440247017),,40.7199948,-73.953243,370212410
1233,POINT (588257.5316229523 4508462.039398719),,40.722358,-73.9549652,370427012
1234,POINT (588097.0253546872 4507143.415888672),,40.7104981,-73.9570508,479847987
1235,POINT (588156.1307687641 4507133.337667014),,40.710401,-73.9563526,480212188
1236,POINT (589244.8687801346 4505636.900575138),,40.6968051,-73.9436785,483978221
1237,POINT (587822.6072782211 4507079.377883547),,40.7099506,-73.960308,486873982
1238,POINT (591124.1070086928 4507213.628153404),,40.7108012,-73.92121,551613174
1239,POINT (590813.349744288 4507210.461833114),,40.710807,-73.9248888,597676464
1240,POINT (590692.6064589454 4507130.313683321),,40.7100984,-73.9263296,597676485
1241,POINT (591087.3783642331 4507399.041790444),,40.7124753,-73.9216178,597676768
1242,POINT (591106.9885733804 4507028.041814645),,40.7091315,-73.9214396,597700282
1243,POINT (587886.3886646603 4507641.606105987),,40.7150079,-73.9594742,598031717
1244,POINT (588728.031047974 4507886.038490422),,40.7171193,-73.9494766,598031726
1245,POINT (588694.7673684263 4507883.020535963),,40.7170957,-73.9498708,598031727
1246,POINT (588872.9545283011 4508043.316396197),,40.7185203,-73.9477387,598031730
1247,POINT (588877.5877617688 4508016.182425107),,40.7182754,-73.9476877,598031731
1248,POINT (588629.6838124738 4506737.788506171),,40.7067874,-73.9508032,598033001
1249,POINT (588623.4136524957 4506717.37429929),,40.7066042,-73.9508803,598033002
1250,POINT (588815.185408832 4506469.444571773),,40.7043504,-73.9486456,598033003
1251,POINT (588821.8604686686 4506487.066020247),,40.7045084,-73.9485641,598033005
1252,POINT (588605.9301144895 4506714.800731043),,40.7065829,-73.9510876,598033006
1253,POINT (587973.9759910007 4506728.053808402),,40.70677,-73.9585656,598033029
1254,POINT (587847.4529475551 4506396.48608601),,40.703797,-73.9601096,598035417
1255,POINT (587836.0468327375 4506403.611919678),,40.7038624,-73.9602436,598035418
1256,POINT (587977.1937789946 4506529.328933748),,40.7049797,-73.9585554,598035423
1257,POINT (587966.4285231517 4506542.268623559),,40.7050974,-73.958681,598035424
1258,POINT (587889.2037990382 4506364.051271448),,40.7035004,-73.95962,598035425
1259,POINT (587905.3202666758 4506356.581630469),,40.7034314,-73.9594303,598035426
1260,POINT (589796.4667551258 4507769.365124285),,40.7159526,-73.9368453,617279501
1261,POINT (589822.3316773519 4507796.012969643),,40.7161898,-73.9365353,617279525
1262,POINT (589766.5270303278 4507775.064617304),,40.7160072,-73.9371989,617279533
1263,POINT (589822.1703254378 4507742.364621007),,40.7157066,-73.9365449,617279552
1264,POINT (589738.897033357 4507770.700168883),,40.7159709,-73.9375266,617279565
1265,POINT (589744.0932564958 4507753.165865867),,40.7158124,-73.9374676,617279574
1266,POINT (589734.1920448546 4507747.628156646),,40.7157636,-73.9375856,617279577
1267,POINT (589769.9133540225 4507763.992180237),,40.7159071,-73.9371604,617279602
1268,POINT (589765.5142061063 4507777.783530214),,40.7160318,-73.9372105,617279627
1269,POINT (589749.2135012952 4507828.490400879),,40.7164903,-73.9373962,617279651
1270,POINT (589645.0941783661 4507733.006068767),,40.7156416,-73.9386424,617279671
1271,POINT (589726.6830686904 4507769.197937066),,40.7159587,-73.9376714,617279698
1272,POINT (589732.4936861025 4507738.581431901),,40.7156823,-73.937607,617279712
1273,POINT (589802.799313832 4507823.354633697),,40.7164382,-73.9367626,617279788
1274,POINT (589794.1081434855 4507761.831407501),,40.715885,-73.9368743,617279835
1275,POINT (589754.9136886828 4507810.4959046),,40.7163276,-73.9373313,617279865
1276,POINT (590037.2848895391 4505982.614056979),,40.6998328,-73.9342512,1275778373
1277,POINT (589285.2553682633 4505804.464119833),,40.69831,-73.9431767,1275778374
1278,POINT (589260.3274928067 4505961.927410164),,40.699731,-73.9434493,1275778381
1279,POINT (590304.2463498277 4506070.579049912),,40.7005959,-73.9310791,1275778382
1280,POINT (590528.2841590337 4507593.59483227),,40.7142893,-73.9282077,1275778384
1281,POINT (590890.7065242186 4506847.35197018),,40.7075279,-73.9240258,1275778389
1282,POINT (589004.9580255477 4504871.285235861),,40.689935,-73.9466263,1275778395
1283,POINT (588966.5083801776 4504835.164057165),,40.6896138,-73.9470864,1275778398
1284,POINT (590175.4997583174 4507593.816729096),,40.71433,-73.9323837,1275778413
1285,POINT (588995.641347513 4504923.775924973),,40.6904088,-73.9467291,1275778419
1286,POINT (589445.6774647132 4505892.637968838),,40.6990868,-73.9412656,1275778421
1287,POINT (589432.8572687951 4505972.042333687),,40.6998034,-73.941406,1275778433
1288,POINT (590281.5074043288 4506039.415800148),,40.7003177,-73.9313527,1275778441
1289,POINT (588982.0517750228 4504837.803911948),,40.6896359,-73.9469021,1275778444
1290,POINT (590180.3406932132 4507558.348124471),,40.71401,-73.9323315,1275778461
1291,POINT (589065.2592201224 4504851.913308129),,40.689754,-73.9459155,1275778466
1292,POINT (589984.3651168947 4505963.065076788),,40.6996625,-73.9348803,1275778478
1293,POINT (590684.0173861473 4507577.244665903),,40.7141249,-73.9263666,1275778479
1294,POINT (591569.5909193283 4507509.662431136),,40.7134182,-73.9158937,1669024974
1295,POINT (587963.3942659186 4507076.160694179),,40.7099066,-73.958642,1692483438
1296,POINT (588016.540766485 4507113.35061141),,40.7102359,-73.9580077,1692483453
1297,POINT (587952.2840651958 4507124.678939223),,40.7103448,-73.9587667,1692483461
1298,POINT (588484.6521263367 4508197.614003799),,40.7199519,-73.9523137,1709314924
1299,POINT (588516.6595991127 4508273.924352517),,40.7206358,-73.951924,1709314929
1300,POINT (588669.2180310877 4508392.831297401),,40.7216904,-73.9501011,1709314930
1301,POINT (588520.1233734851 4508249.818253814),,40.7204183,-73.9518864,1709314931
1302,POINT (588453.9444359349 4508255.912100306),,40.7204803,-73.952669,1709314932
1303,POINT (588655.713659969 4508383.466065364),,40.7216075,-73.9502623,1709314935
1304,POINT (588727.7259600528 4508376.877613835),,40.7215404,-73.9494107,1709314940
1305,POINT (588490.803575946 4508158.507490333),,40.719599,-73.9522464,1709314942
1306,POINT (588497.9685856318 4508228.437350036),,40.7202281,-73.9521517,1709314944
1307,POINT (588498.7596690878 4508199.658605871),,40.7199688,-73.9521464,1709314945
1308,POINT (588397.9888249743 4508373.783871438),,40.721548,-73.9533148,1709314946
1309,POINT (588288.4144048493 4508268.916746986),,40.7206152,-73.9546268,1709314949
1310,POINT (588409.9154900236 4508359.637417749),,40.7214193,-73.9531756,1709314950
1311,POINT (588589.3058180832 4508404.566216549),,40.7218047,-73.9510455,1709314951
1312,POINT (588776.2501130914 4508259.996147951),,40.7204824,-73.9488528,1709314960
1313,POINT (588526.73006863 4508203.722766071),,40.7200024,-73.9518147,1709314968
1314,POINT (588513.383257755 4508249.060574172),,40.7204122,-73.9519663,1709314974
1315,POINT (588635.2313935844 4508391.126071945),,40.7216787,-73.9505037,1709314976
1316,POINT (588486.4850636219 4508186.999898439),,40.7198561,-73.9522935,1709314980
1317,POINT (588500.6955662114 4508188.912504734),,40.7198718,-73.952125,1709314981
1318,POINT (588456.7410091144 4508287.73124746),,40.7207666,-73.9526314,1709314984
1319,POINT (588493.3979818538 4508263.898974264),,40.720548,-73.9522008,1709314989
1320,POINT (588386.1541340035 4508190.96614507),,40.7199026,-73.9534807,1709314996
1321,POINT (588538.4129742524 4508122.293845039),,40.7192677,-73.9516879,1709314997
1322,POINT (588651.8811411295 4508343.696301779),,40.7212497,-73.9503133,1709315008
1323,POINT (588532.4512955881 4508163.878395898),,40.7196429,-73.9517526,1709315015
1324,POINT (588528.323964983 4508192.617316283),,40.7199022,-73.9517974,1709315016
1325,POINT (588522.7217138425 4508231.697053617),,40.7202548,-73.9518582,1709315020
1326,POINT (588623.2735036198 4508273.543291722),,40.7206209,-73.9506619,1709315034
1327,POINT (588482.0370634502 4508226.348783166),,40.720211,-73.9523406,1709315040
1328,POINT (588765.0621051882 4508295.6337895),,40.7208046,-73.9489802,1709315042
1329,POINT (587988.908187825 4507124.602482392),,40.7103402,-73.9583332,1893285374
1330,POINT (588144.6769590303 4507163.033289163),traffic_signals,40.7106697,-73.956484,1893285378
1331,POINT (587832.1397437188 4507164.067447371),,40.7107124,-73.9601833,1907726306
1332,POINT (589630.0223087287 4507729.6153763),,40.7156127,-73.9388213,1988642432
1333,POINT (589713.8995036365 4507779.868073189),,40.7160562,-73.9378212,1988642433
1334,POINT (589775.0680601874 4507747.800774504),,40.7157607,-73.9371017,1997864532
1335,POINT (589758.178223829 4507800.410094875),,40.7162364,-73.9372941,1997864535
1336,POINT (588398.4922847851 4507543.340807697),traffic_signals,40.714068,-73.953426,2089937767
1337,POINT (588475.3353210363 4507909.365771743),,40.7173566,-73.9524647,2089937852
1338,POINT (589118.5031060837 4505528.156862931),,40.6958393,-73.9451894,2187887596
1339,POINT (589162.248019006 4505535.310210922),,40.695899,-73.9446707,2187887597
1340,POINT (589089.2128589158 4505608.596326141),,40.696567,-73.9455246,2187887602
1341,POINT (589159.2642484126 4505621.916328183),,40.6966794,-73.9446937,2187887604
1342,POINT (589085.7434849974 4505687.858043825),,40.6972813,-73.9455544,2187887609
1343,POINT (589147.4799407548 4505697.614266388),,40.6973625,-73.9448224,2187887611
1344,POINT (589232.7615455504 4505711.273352825),,40.6974763,-73.9438112,2187887613
1345,POINT (589080.4549633238 4505771.54994108),,40.6980357,-73.9456051,2187887618
1346,POINT (589643.0628863445 4506327.797223968),,40.7029849,-73.9388674,2268954778
1347,POINT (589545.9689920635 4506340.003294011),,40.7031054,-73.9400148,2268954784
1348,POINT (589551.7583163282 4506311.862258659),,40.7028513,-73.9399503,2268954785
1349,POINT (589540.8775125108 4506311.009322142),,40.7028448,-73.9400792,2268954786
1350,POINT (589496.1751989946 4506302.376549256),,40.7027719,-73.9406095,2268954788
1351,POINT (589688.9442511662 4506410.830457387),,40.7037278,-73.9383125,2268954792
1352,POINT (589663.7420375312 4506434.473545887),,40.7039435,-73.9386074,2268954794
1353,POINT (589557.5967871276 4506429.483659277),,40.7039101,-73.9398644,2268954797
1354,POINT (589552.0198862879 4506227.865575583),,40.7020947,-73.9399592,2268954800
1355,POINT (589640.044309332 4506187.372406319),,40.7017204,-73.9389232,2268954803
1356,POINT (589739.121205302 4506216.791748175),,40.7019746,-73.9377464,2268954811
1357,POINT (589631.831473607 4506280.421354381),,40.7025594,-73.9390071,2268954818
1358,POINT (589624.6895355282 4506289.005983511),,40.7026375,-73.9390904,2268954819
1359,POINT (589640.7050565605 4506302.655379386),,40.7027587,-73.9388989,2268954820
1360,POINT (589669.9105813418 4506312.045462091),,40.7028401,-73.9385519,2268954826
1361,POINT (589483.1370478608 4506416.672706083),,40.7038028,-73.9407475,2268954835
1362,POINT (589523.4353078939 4506128.432904282),,40.7012022,-73.9403117,2268954837
1363,POINT (589790.7891339919 4506215.396063145),,40.7019564,-73.9371351,2268954838
1364,POINT (589493.4055018325 4506520.835991909),,40.7047399,-73.9406111,2269706557
1365,POINT (589467.1490028402 4506516.378241919),,40.7047026,-73.9409225,2269706558
1366,POINT (589546.2855872994 4506673.664010996),,40.7061107,-73.9399634,2269706559
1367,POINT (589479.3156123994 4506439.297480667),,40.704007,-73.9407895,2269706562
1368,POINT (589635.9195397999 4506461.016069594),,40.7041856,-73.9389329,2269706563
1369,POINT (589590.0307724146 4506519.248529014),,40.7047151,-73.9394677,2269706564
1370,POINT (589469.3445695887 4506502.460249548),,40.704577,-73.9408985,2269706565
1371,POINT (589487.2270307794 4506563.760616822),,40.7051272,-73.9406781,2269706566
1372,POINT (589560.0162234801 4506574.153400713),,40.7052129,-73.9398151,2269706567
1373,POINT (589455.9613228232 4506587.264651795),,40.7053423,-73.9410448,2269706568
1374,POINT (589490.2798571431 4506542.514359008),,40.7049355,-73.940645,2269706570
1375,POINT (589563.0768926092 4506552.274431167),,40.7050155,-73.939782,2269706571
