,geometry,highway,lat,lon,osmid
92,POINT (591174.2815137679 4505783.906371892),,40.697918,-73.920824,42471591
93,POINT (591234.4492950048 4505863.994117854),,40.6986327,-73.9201003,42471595
94,POINT (591294.5210659686 4505949.032864993),,40.699392,-73.919377,42471599
95,POINT (591424.4727408765 4506127.148764541),,40.7009819,-73.9178131,42471602
96,POINT (591548.1141180572 4506297.106803509),,40.702499,-73.916325,42471605
97,POINT (591647.7917482058 4506429.122984117),,40.703677,-73.915126,42471607
98,POINT (587998.4313429921 4505596.029241968),,40.696571,-73.958435,42471836
99,POINT (588075.092778828 4505608.595760004),,40.696676,-73.957526,42471838
100,POINT (588154.7915857695 4505621.532214243),,40.696784,-73.956581,42471841
101,POINT (588234.4030112993 4505634.690537364),,40.696894,-73.955637,42471844
102,POINT (588309.6327071182 4505646.798392283),,40.696995,-73.954745,42471847
103,POINT (588384.858212896 4505659.240033041),,40.697099,-73.953853,42471849
104,POINT (588463.1237097576 4505671.829694386),,40.697204,-73.952925,42471852
105,POINT (588739.5703807542 4505717.206917905),,40.697583,-73.949647,42471855
106,POINT (588979.9322656104 4505755.611546074),,40.697903,-73.946797,42471859
107,POINT (589135.1986780966 4505780.234063318),,40.698108,-73.944956,42471867
108,POINT (589219.3315360558 4505793.779308284),,40.6982209,-73.9439584,42471870
109,POINT (589456.6801213487 4505832.252110248),,40.6985417,-73.941144,42471874
110,POINT (589673.904596052 4505868.879582371),,40.698848,-73.938568,42471879
111,POINT (589808.1805731283 4505979.860548481),,40.699833,-73.936963,42471953
112,POINT (589212.9402840773 4508283.477139121),,40.7206467,-73.9436797,42472683
113,POINT (589990.5765676724 4505640.296930436),,40.6967546,-73.9348531,42473203
114,POINT (590003.0091738646 4505588.511171757),,40.6962868,-73.9347134,42473207
115,POINT (590016.3914265792 4505507.204871307),,40.695553,-73.9345667,42473213
116,POINT (590029.7382556888 4505426.053599651),,40.6948206,-73.9344204,42473215
117,POINT (590043.0668269446 4505345.035360235),,40.6940894,-73.9342743,42473217
118,POINT (590056.432816972 4505263.740043909),,40.6933557,-73.9341278,42473222
119,POINT (590069.7798757892 4505182.633263063),,40.6926237,-73.9339815,42473229
120,POINT (590083.1004954225 4505101.637210499),,40.6918927,-73.9338355,42473232
121,POINT (590096.4844232658 4505020.319986286),,40.6911588,-73.9336888,42473239
122,POINT (590109.8238006667 4504939.213191095),,40.6904268,-73.9335426,42473245
123,POINT (590123.1903998316 4504857.973525259),,40.6896936,-73.9333961,42473252
124,POINT (590136.5305587829 4504776.844587575),,40.6889614,-73.9332499,42473255
125,POINT (590149.8336699198 4504696.003885521),,40.6882318,-73.9331041,42473259
126,POINT (590163.2654442205 4504614.332101267),,40.6874947,-73.9329569,42473262
127,POINT (590176.6052931395 4504533.292056896),,40.6867633,-73.9328107,42473266
128,POINT (589690.6001393036 4506169.642231186),,40.7015552,-73.9383274,42473650
129,POINT (587881.7494361724 4507770.792252624),,40.716172,-73.959511,42473952
130,POINT (587991.5890254708 4507683.498497771),,40.715374,-73.958223,42473953
131,POINT (588071.5796928887 4507620.165782698),,40.714795,-73.957285,42473957
132,POINT (588093.6903265978 4507604.263456304),traffic_signals,40.7146494,-73.9570255,42473959
133,POINT (588158.235257862 4507550.584820645),,40.714159,-73.956269,42473961
134,POINT (591081.5172619241 4506863.469737439),,40.707652,-73.921765,42474000
135,POINT (591051.7471276326 4506955.475952683),,40.708484,-73.922104,42474002
136,POINT (591031.3539390141 4507013.180018191),,40.709006,-73.922337,42474005
137,POINT (591018.5756501649 4507049.327954091),,40.709333,-73.922483,42474010
138,POINT (590924.2305910493 4507316.182007168),,40.711747,-73.923561,42474017
139,POINT (590898.1366544872 4507391.136225154),,40.712425,-73.923859,42474020
140,POINT (590839.9696862192 4507557.558621293),,40.7139304,-73.9245234,42474031
141,POINT (589794.8629729792 4506961.697181078),,40.708678,-73.93698,42474042
142,POINT (589784.0339772487 4507039.726338193),,40.709382,-73.937097,42474044
143,POINT (589772.5286913504 4507119.901178362),,40.7101054,-73.9372217,42474048
144,POINT (589762.4068133974 4507158.37031944),,40.710453,-73.937336,42474050
145,POINT (589732.2856833178 4507238.941749778),,40.711182,-73.937681,42474051
146,POINT (589706.095127236 4507308.902607971),,40.711815,-73.937981,42474052
147,POINT (589676.5088039516 4507387.260255536),,40.712524,-73.93832,42474056
148,POINT (587886.1350343867 4507243.710292702),,40.711424,-73.959533,42474131
149,POINT (588016.11064535 4507183.078614228),,40.710864,-73.958003,42474135
150,POINT (588229.6130909922 4507084.373191046),traffic_signals,40.7099521,-73.9554897,42474150
151,POINT (588328.4806702546 4507037.7988014),,40.709522,-73.954326,42474153
152,POINT (588455.5757036905 4506978.472615155),,40.708974,-73.95283,42474156
153,POINT (588582.4583146619 4506919.423574057),,40.7084285,-73.9513365,42474161
154,POINT (588639.9472296712 4506891.410808062),,40.70817,-73.95066,42474162
155,POINT (587878.0228363929 4506887.232856434),,40.708214,-73.959679,42474673
156,POINT (588007.2415480707 4506869.557528826),,40.708041,-73.958152,42474674
157,POINT (588120.9877145151 4506852.921910103),traffic_signals,40.707879,-73.956808,42474681
158,POINT (588164.8958585907 4506847.159633371),,40.7078224,-73.9562891,42474684
159,POINT (588522.3164600794 4506015.372159801),,40.700292,-73.952176,42475320
160,POINT (588596.5029734048 4506086.201427785),,40.700922,-73.951288,42475322
161,POINT (588681.2969701646 4506160.155829899),,40.701579,-73.950274,42475325
162,POINT (588756.1382547815 4506225.443494245),,40.702159,-73.949379,42475328
163,POINT (588909.9982958956 4506359.623985438),,40.703351,-73.947539,42475331
164,POINT (588950.7234177359 4506394.862063294),,40.703664,-73.947052,42475336
165,POINT (587903.1468633582 4506791.829321393),,40.707352,-73.959395,42475767
166,POINT (591428.1818809797 4504570.990242026),,40.686965,-73.917996,42476402
167,POINT (591423.6179066422 4504598.467822569),,40.687213,-73.918046,42476406
168,POINT (588440.8033412527 4507542.968031747),traffic_signals,40.7140601,-73.9529252,42476485
169,POINT (588537.8455902406 4507653.904725162),traffic_signals,40.7150489,-73.9517608,42476487
170,POINT (588564.1984972333 4507680.409536984),,40.7152848,-73.9514451,42476494
171,POINT (588656.5109393301 4507772.595220111),,40.7161052,-73.9503393,42476497
172,POINT (588702.817679908 4507816.625299119),traffic_signals,40.7164968,-73.9497849,42476503
173,POINT (588769.7867900034 4507869.795851551),,40.7169685,-73.9489846,42476509
174,POINT (588829.9602240888 4507923.218722261),traffic_signals,40.7174432,-73.9482647,42476514
175,POINT (588874.5744987179 4507962.4001785),,40.7177913,-73.947731,42476519
176,POINT (588956.444359549 4508031.58291373),traffic_signals,40.7184056,-73.946752,42476522
177,POINT (588989.4225872317 4508060.444761993),,40.718662,-73.9463575,42476525
178,POINT (589292.0523801749 4508301.226959858),traffic_signals,40.720798,-73.9427406,42476532
179,POINT (589362.822354782 4508355.814493384),,40.721282,-73.941895,42476534
180,POINT (589433.2871897576 4508422.311837141),traffic_signals,40.7218733,-73.9410513,42476536
181,POINT (588408.5193874647 4507555.428527211),traffic_signals,40.7141758,-73.9533056,42476565
182,POINT (588458.7153333454 4507617.133723079),,40.7147262,-73.9527027,42476576
183,POINT (588508.5383199928 4507677.458157753),,40.7152642,-73.9521044,42476580
184,POINT (588530.9634861498 4507701.806559509),traffic_signals,40.7154811,-73.9518355,42476585
185,POINT (588585.5942172873 4507764.065215563),,40.716036,-73.95118,42476610
186,POINT (588698.3503681682 4507858.893735378),traffic_signals,40.716878,-73.9498318,42476614
187,POINT (588800.433024107 4507953.152183924),,40.717716,-73.94861,42476621
188,POINT (588824.5598575041 4507969.983459232),traffic_signals,40.717865,-73.948322,42476625
189,POINT (588915.5169124875 4508049.233309471),,40.718569,-73.947234,42476629
190,POINT (588951.9489186885 4508082.421875972),traffic_signals,40.718864,-73.946798,42476636
191,POINT (589283.8678008691 4508340.474991922),traffic_signals,40.7211524,-73.9428319,42476648
192,POINT (589357.1623552825 4508397.224519972),,40.7216556,-73.9419561,42476651
193,POINT (589429.4019246595 4508466.418881928),traffic_signals,40.722271,-73.941091,42476656
194,POINT (588709.4137251915 4506564.702373616),,40.7052198,-73.949884,42476777
195,POINT (588869.8785563377 4506591.291558665),,40.705442,-73.947981,42476779
196,POINT (589014.6253488652 4506611.012119934),,40.705604,-73.946265,42476783
197,POINT (589147.749687725 4506627.598276938),,40.705739,-73.944687,42476785
198,POINT (589434.9778602133 4506665.471539618),,40.706049,-73.941282,42476791
199,POINT (589577.0201154993 4506685.059532602),,40.70621,-73.939598,42476793
200,POINT (589624.337437739 4506691.737139396),,40.706265,-73.939037,42476805
201,POINT (589908.6326763619 4506730.759188138),,40.7065855,-73.9356665,42476811
202,POINT (589905.1441531018 4506743.939761858),,40.7067046,-73.9357059,42476825
203,POINT (590066.4178824975 4506786.130286177),,40.707067,-73.933791,42476829
204,POINT (591005.0454706055 4505148.441814477),,40.692213,-73.922919,42477541
205,POINT (591081.9343089839 4505252.747363617),,40.693144,-73.921994,42477542
206,POINT (591246.736566304 4505478.261121351),,40.695157,-73.920011,42477543
207,POINT (591366.9811382082 4505643.277648206),,40.69663,-73.918564,42477544
208,POINT (591487.1262068274 4505809.072258466),,40.69811,-73.917118,42477546
209,POINT (591561.7746618071 4505912.35645231),,40.699032,-73.9162195,42477549
210,POINT (591616.4138656344 4505986.750362576),,40.699696,-73.915562,42477552
211,POINT (591738.8829301503 4506155.020669797),,40.701198,-73.914088,42477555
212,POINT (587877.5117650991 4505895.799405368),,40.699284,-73.959824,42477570
213,POINT (587926.5148415119 4505939.012210346),,40.699668,-73.959238,42477573
214,POINT (588075.4611119472 4506068.897709576),,40.700822,-73.957457,42477575
215,POINT (588220.386646072 4506195.407906853),,40.701946,-73.955724,42477578
216,POINT (588380.282406842 4506334.422837257),,40.703181,-73.953812,42477581
217,POINT (588540.1695231617 4506473.663351142),,40.704418,-73.9519,42477584
218,POINT (588680.1537367193 4506586.024236457),traffic_signals,40.705415,-73.9502273,42477588
219,POINT (590884.0525810861 4507566.380915167),,40.714005,-73.9240003,42477655
220,POINT (591037.0118196136 4507438.891676312),,40.7128398,-73.9222082,42477659
221,POINT (590734.0529062192 4505852.009319388),,40.69858,-73.926024,42477862
222,POINT (590853.8757392243 4506017.345398149),,40.700056,-73.924582,42477864
223,POINT (590974.2872358111 4506182.468776736),,40.70153,-73.923133,42477867
224,POINT (591104.3002939894 4506361.345850722),,40.7031268,-73.9215683,42477871
225,POINT (591238.1885116858 4506544.758428538),,40.704764,-73.919957,42477874
226,POINT (591331.6347590529 4506668.366967944),,40.705867,-73.918833,42477877
227,POINT (590371.8801167416 4505589.351270872),,40.696254,-73.930348,42477885
228,POINT (590498.6191088995 4505694.368842346),,40.697186,-73.928833,42477886
229,POINT (590582.5311155203 4505764.715209988),,40.6978104,-73.9278298,42477890
230,POINT (590710.0980646453 4505869.258193472),,40.698738,-73.926305,42477894
231,POINT (588542.8889488091 4505183.172794072),,40.692794,-73.95205,42477901
232,POINT (588819.6928247341 4505228.44570637),,40.693172,-73.948768,42477903
233,POINT (589058.8807424229 4505267.393493129),,40.693497,-73.945932,42477905
234,POINT (589298.6464158621 4505306.600254996),,40.6938242,-73.9430891,42477907
235,POINT (589536.6571698587 4505345.393983141),,40.6941478,-73.940267,42477909
236,POINT (590239.8405420086 4505461.289797534),,40.695115,-73.931929,42477912
237,POINT (590253.1384144439 4505451.79246561),,40.695028,-73.931773,42477921
238,POINT (590358.9256847275 4505598.408478177),,40.696337,-73.9305,42477923
239,POINT (587857.2049089565 4506797.39143255),,40.707407,-73.959938,42478001
240,POINT (587982.6000639636 4506781.668765544),traffic_signals,40.707252,-73.958456,42478008
241,POINT (588098.1172148995 4506770.393932639),,40.7071381,-73.9570903,42478023
242,POINT (588129.7110067897 4506767.194185244),,40.7071059,-73.9567168,42478025
243,POINT (588214.5869563198 4506758.62150971),traffic_signals,40.7070196,-73.9557134,42478027
244,POINT (588241.976646306 4506755.860757108),,40.7069918,-73.9553896,42478028
245,POINT (588297.1453415345 4506750.288674841),,40.7069357,-73.9547374,42478029
246,POINT (588350.836321704 4506746.076082876),,40.706892,-73.9541025,42478031
247,POINT (591402.4651044454 4504614.194765548),,40.687357,-73.918294,42478997
248,POINT (591518.3819029074 4504774.719000627),,40.68879,-73.916899,42478999
249,POINT (591638.8002286736 4504939.852751086),,40.690264,-73.91545,42479002
250,POINT (591759.1299820027 4505104.87653446),,40.691737,-73.914002,42479004
251,POINT (591153.460311967 4504795.654357701),,40.689019,-73.921214,42479144
252,POINT (591170.0710796535 4504695.493325428),,40.688115,-73.921032,42479148
253,POINT (591183.2768416969 4504614.56414435),,40.6873846,-73.9208875,42479153
254,POINT (588272.1557553139 4508471.739190763),,40.7224438,-73.9547907,42479249
255,POINT (588323.2252443628 4508493.685779853),,40.722636,-73.954183,42479254
256,POINT (589882.1406502032 4506003.559937205),,40.7000384,-73.9360843,42479500
257,POINT (590013.4175348731 4506051.347521217),,40.7004545,-73.9345238,42479505
258,POINT (590129.2618141457 4506096.529750319),,40.7008488,-73.9331463,42479511
259,POINT (590220.8310794293 4506225.674092378),,40.702002,-73.932044,42479515
260,POINT (590341.341323007 4506390.455086906),,40.703473,-73.930594,42479524
261,POINT (590385.8607042125 4506471.57779184),,40.7041988,-73.9300554,42479528
262,POINT (589861.6573041265 4506650.531163939),,40.705868,-73.936234,42479987
263,POINT (589882.1849400037 4506574.062895056),,40.705177,-73.936002,42479990
264,POINT (587920.9079285312 4508044.815456624),,40.718636,-73.959009,42480062
265,POINT (588030.4101745714 4507957.185271832),,40.717835,-73.957725,42480066
266,POINT (588140.0865733677 4507869.336667688),,40.717032,-73.956439,42480069
267,POINT (588246.9479094764 4507784.009652184),,40.716252,-73.955186,42480071
268,POINT (588359.6068454704 4507694.423294942),,40.715433,-73.953865,42480075
269,POINT (587910.230663209 4506958.368834943),traffic_signals,40.7088513,-73.9592878,42480086
270,POINT (587945.2771547193 4507036.577435299),traffic_signals,40.709552,-73.958862,42480088
271,POINT (588054.6611147373 4507266.247679431),,40.711609,-73.957535,42480096
272,POINT (588087.5339551466 4507336.581993269),,40.712239,-73.957136,42480099
273,POINT (588114.3890032583 4507394.299471282),,40.712756,-73.95681,42480109
274,POINT (588148.0037247433 4507466.086202027),,40.713399,-73.956402,42480117
275,POINT (588181.551796543 4507543.423441022),traffic_signals,40.714092,-73.955994,42480120
276,POINT (588458.3934541004 4507819.10217015),,40.7165454,-73.952678,42480130
277,POINT (588408.9612494132 4507756.517840172),,40.715987,-73.953272,42480132
278,POINT (588310.0813524372 4507632.438092973),,40.71488,-73.95446,42480139
279,POINT (588260.3874098673 4507570.340224155),,40.714326,-73.955057,42480143
280,POINT (588237.6623187026 4507541.981202737),traffic_signals,40.714073,-73.95533,42480149
281,POINT (588422.6162068063 4505915.706966571),,40.699405,-73.95337,42481529
282,POINT (588502.8718231899 4505428.054633148),,40.695004,-73.952489,42481534
283,POINT (588516.3571612978 4505345.947975223),,40.694263,-73.952341,42481537
284,POINT (588556.3618262964 4505102.176289303),,40.692063,-73.951902,42481546
285,POINT (588569.5841269383 4505020.954777737),,40.69133,-73.951757,42481550
286,POINT (588582.8066817222 4504939.733295266),,40.690597,-73.951612,42481555
287,POINT (588596.2829806092 4504858.514866671),,40.689864,-73.951464,42481558
288,POINT (588609.5033969322 4504777.515455424),,40.689133,-73.951319,42481562
289,POINT (588622.6698199544 4504696.104643943),,40.6883983,-73.9511747,42481566
290,POINT (588636.0347897296 4504615.073703583),,40.687667,-73.951028,42481569
291,POINT (588649.2779040167 4504533.652757576),,40.6869322,-73.9508828,42481572
292,POINT (588460.0153723969 4507318.942682385),,40.7120402,-73.9527294,42481921
293,POINT (588587.2635179353 4507281.869575531),,40.7116926,-73.9512284,42481931
294,POINT (588018.860657631 4507526.636550642),,40.7139582,-73.9579222,42481938
295,POINT (587969.8901900121 4506193.21164468),,40.701953,-73.958689,42482037
296,POINT (588112.3676719014 4506319.468713909),,40.703075,-73.956985,42482039
297,POINT (588272.1755059459 4506458.702362606),,40.704312,-73.955074,42482042
298,POINT (588431.9839519406 4506597.384544977),,40.705544,-73.953163,42482044
299,POINT (588534.816403195 4506687.228811173),traffic_signals,40.7063422,-73.9519332,42482048
300,POINT (588056.0648240638 4506706.600997921),traffic_signals,40.706568,-73.957597,42482165
301,POINT (588110.029116866 4506644.514002956),,40.706003,-73.956967,42482168
302,POINT (588163.9929836891 4506582.538398526),,40.705439,-73.956337,42482174
303,POINT (588218.2098551783 4506520.677197387),,40.704876,-73.955704,42482178
304,POINT (588326.3123273773 4506396.618916114),,40.703747,-73.954442,42482183
305,POINT (588434.3352156782 4506272.450162122),,40.702617,-73.953181,42482192
306,POINT (588488.3070830132 4506210.254851727),,40.702051,-73.952551,42482198
307,POINT (588542.2771960322 4506148.281938341),,40.701487,-73.951921,42482202
308,POINT (588642.0801568051 4506033.787965261),,40.700445,-73.950756,42482207
309,POINT (588650.5739399549 4506023.009221324),,40.700347,-73.950657,42482212
310,POINT (588699.1291418603 4505961.86089566),,40.699791,-73.950091,42482215
311,POINT (588712.5354231242 4505879.420477937),,40.699047,-73.949944,42482217
312,POINT (588726.6930513446 4505797.766224808),,40.69831,-73.949788,42482220
313,POINT (588752.9668273114 4505635.654641789),,40.696847,-73.9495,42482222
314,POINT (588766.0967921786 4505555.209428951),,40.696121,-73.949356,42482223
315,POINT (588779.672024481 4505472.882187573),traffic_signals,40.695378,-73.949207,42482227
316,POINT (588793.0758849062 4505390.774968301),,40.694637,-73.94906,42482231
317,POINT (588806.3835629572 4505309.665825867),,40.693905,-73.948914,42482234
318,POINT (588833.0010142269 4505147.336622627),,40.69244,-73.948622,42482236
319,POINT (588846.3107877637 4505066.116561845),,40.691707,-73.948476,42482240
320,POINT (588859.5363219853 4504984.895519146),,40.690974,-73.948331,42482246
321,POINT (588872.8452777513 4504903.786523305),,40.690242,-73.948185,42482253
322,POINT (588886.1531602201 4504822.788563138),,40.689511,-73.948039,42482256
323,POINT (588899.4668800661 4504741.324405721),,40.6887758,-73.947893,42482258
324,POINT (588912.6918381878 4504660.236687352),,40.688044,-73.947748,42482263
325,POINT (588926.0216404222 4504578.883797281),,40.6873098,-73.9476018,42482266
326,POINT (588321.2850243631 4507542.865292473),traffic_signals,40.714072,-73.95434,42482398
327,POINT (588227.7157845994 4507341.245355129),,40.712266,-73.955476,42482403
328,POINT (588201.2797836149 4507283.865501839),,40.711752,-73.955797,42482410
329,POINT (588168.1662168425 4507212.528604593),,40.711113,-73.956199,42482417
330,POINT (588096.1869425441 4507059.628488616),traffic_signals,40.7097435,-73.9570725,42482424
331,POINT (588061.9631945831 4506985.558919483),traffic_signals,40.70908,-73.957488,42482429
332,POINT (588026.4073724068 4506906.921820103),traffic_signals,40.7083755,-73.9579199,42482433
333,POINT (587948.0480487284 4508327.689362432),,40.721181,-73.958648,42482458
334,POINT (588069.4009331595 4508230.541395684),,40.720293,-73.957225,42482461
335,POINT (588178.8165620219 4508143.023396198),,40.719493,-73.955942,42482465
336,POINT (588288.571295296 4508055.622009473),,40.718694,-73.954655,42482469
337,POINT (588395.773615371 4507969.968129552),,40.717911,-73.953398,42482473
338,POINT (588503.9191031829 4507887.602162069),,40.7171575,-73.9521294,42482474
339,POINT (590308.5523425881 4507602.207703484),,40.714391,-73.9308075,42484134
340,POINT (590380.9026612813 4507602.644736688),,40.714387,-73.929951,42484136
341,POINT (590414.8844298937 4507599.494980279),,40.7143549,-73.9295492,42484139
342,POINT (590534.3646104627 4507575.760955798),,40.714128,-73.9281383,42484144
343,POINT (590689.647636143 4507561.026345799),,40.7139782,-73.9263023,42484146
344,POINT (587943.4128617159 4507622.87520708),,40.7148331,-73.9588018,42484180
345,POINT (588052.0622105828 4507587.704289971),traffic_signals,40.7145047,-73.9575206,42484186
346,POINT (588294.5897898412 4507542.880583549),,40.714075,-73.954656,42484194
347,POINT (588552.3311153682 4507545.108943731),traffic_signals,40.7140674,-73.9516047,42484200
348,POINT (588740.9190394039 4507547.318070599),,40.714067,-73.949372,42484201
349,POINT (588880.3432986511 4507565.529594271),,40.714216,-73.947719,42484205
350,POINT (589019.4197583585 4507584.516742873),,40.714372,-73.94607,42484207
351,POINT (589304.1926268757 4507623.999704698),traffic_signals,40.7146968,-73.9426934,42484210
352,POINT (589356.5848763995 4507629.671052934),,40.7147422,-73.9420724,42484211
353,POINT (589428.7990932537 4507626.633254464),,40.714707,-73.941218,42484213
354,POINT (589636.9900477354 4507616.489342274),,40.714593,-73.938755,42484216
355,POINT (589930.0148141461 4507604.936676935),,40.714457,-73.935288,42484219
356,POINT (590086.0354499671 4507598.836039634),,40.714385,-73.933442,42484221
357,POINT (590238.5904934731 4507579.040650263),,40.71419,-73.931639,42484224
358,POINT (589897.9932458871 4507695.920633662),,40.71528,-73.935654,42484230
359,POINT (589461.2866604264 4508231.989537532),,40.720156,-73.940747,42484235
360,POINT (589549.3581025921 4508262.584528747),,40.720422,-73.9397,42484237
361,POINT (589681.4954406009 4508309.367567444),,40.720829,-73.938129,42484239
362,POINT (589818.7369684997 4508355.137897378),,40.7212263,-73.9364977,42484241
363,POINT (590161.1884364749 4506009.231558905),,40.700059,-73.932781,42484343
364,POINT (590285.0248983548 4506178.8258453),,40.701573,-73.931291,42484345
365,POINT (590405.3615331191 4506343.938842828),,40.703047,-73.929843,42484348
366,POINT (590525.6859502236 4506509.608954734),,40.704526,-73.928395,42484352
367,POINT (590571.1634652305 4505219.852853905),,40.692904,-73.928043,42485003
368,POINT (590575.429501118 4505181.879512725),,40.6925615,-73.927998,42485004
369,POINT (590588.8834869777 4505100.797018518),,40.6918297,-73.9278505,42485007
370,POINT (590602.3198835998 4505019.79205233),,40.6910986,-73.9277032,42485010
371,POINT (590615.7558602613 4504938.842619009),,40.690368,-73.9275559,42485012
372,POINT (590629.2563910529 4504857.47211277),,40.6896336,-73.9274079,42485014
373,POINT (590642.7387914164 4504776.223537219),,40.6889003,-73.9272601,42485016
374,POINT (590656.2392993639 4504694.89749333),,40.6881663,-73.9271121,42485017
375,POINT (590669.6306698709 4504614.225179006),,40.6874382,-73.9269653,42485022
376,POINT (590683.1507642644 4504532.721790822),,40.6867026,-73.9268171,42485027
377,POINT (589380.2545275714 4507063.162068014),crossing,40.709637,-73.941873,42485710
378,POINT (589522.8324437281 4507085.342534753),,40.7098213,-73.9401822,42485763
379,POINT (590423.1202252421 4504573.671248497),,40.6871,-73.929888,42486667
380,POINT (590945.9705972315 4504658.994065168),,40.687811,-73.923689,42486677
381,POINT (591273.1978570354 4504707.418516906),,40.688211,-73.91981,42486683
382,POINT (591390.3805754191 4504868.178348946),,40.689646,-73.9184,42486686
383,POINT (591509.7153295009 4505032.186421091),,40.69111,-73.916964,42486689
384,POINT (591630.9606646858 4505198.440657066),,40.692594,-73.915505,42486693
385,POINT (591751.2847881959 4505363.575452634),,40.694068,-73.914057,42486694
386,POINT (590094.7416753306 4506318.178839718),,40.702849,-73.933523,42486705
387,POINT (590157.0604786546 4506272.528016207),,40.702431,-73.932792,42486707
388,POINT (590348.8011727311 4506131.639981343),,40.701141,-73.930543,42486712
389,POINT (590413.2419549295 4506085.461948664),,40.700718,-73.929787,42486715
390,POINT (590477.3523747691 4506038.725312802),,40.70029,-73.929035,42486716
391,POINT (590541.4649596538 4505991.878214152),,40.699861,-73.928283,42486718
392,POINT (590582.898158066 4505961.741373555),,40.699585,-73.927797,42486722
393,POINT (590605.4843869633 4505945.807674456),,40.699439,-73.927532,42486724
394,POINT (590646.6700726394 4505915.224062934),,40.699159,-73.927049,42486727
395,POINT (590669.4228396798 4505899.514631802),,40.699015,-73.926782,42486728
396,POINT (590773.2828904215 4505822.512710293),,40.69831,-73.925564,42486735
397,POINT (590798.0706726445 4505806.273430989),,40.698161,-73.925273,42486739
398,POINT (590807.4377412759 4505799.682218313),,40.6981006,-73.9251631,42486742
399,POINT (590860.9806404208 4505759.292156422),,40.6977309,-73.9245353,42486743
400,POINT (590925.7187822217 4505712.133947713),,40.697299,-73.923776,42486746
401,POINT (590989.7511936022 4505665.400623256),,40.696871,-73.923025,42486749
402,POINT (591118.0719125797 4505571.938712753),,40.696015,-73.92152,42486754
